ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Sexo;Geracao;Raca;Data_Nascimento
4634;140.0;33.0;190.0;459.0;779.7101449275362;39.0;78.84;5.4;4.08;-0.21;0.0;;33.23;0.0;M;1;Nelore;2020-01-01
4635;165.0;34.0;214.0;362.0;428.9855072463768;39.0;83.5;3.77;2.52;-0.06;0.0;;71.07;0.0;M;1;Nelore;2020-01-01
4636;178.0;34.0;219.0;399.0;521.7391304347826;37.0;81.84;4.91;3.71;-0.62;0.0;;33.95;0.0;M;1;Nelore;2020-01-01
4637;168.0;32.0;199.0;450.0;727.5362318840579;38.0;82.59;5.06;3.36;0.07;0.0;;36.08;0.0;M;1;Nelore;2020-01-01
4638;134.0;32.0;203.0;427.0;649.2753623188405;37.0;89.04;4.84;4.38;-0.05;0.0;;71.27;0.0;M;1;Nelore;2020-01-01
4639;178.0;32.0;256.0;469.0;617.3913043478261;39.0;92.32;4.1;3.69;0.08;0.0;;32.05;0.0;M;1;Nelore;2020-01-01
4640;179.0;35.0;214.0;436.0;643.4782608695651;39.0;91.12;4.7;3.54;0.16;0.0;;82.09;0.0;M;1;Nelore;2020-01-01
4641;156.0;34.0;194.0;442.0;718.8405797101449;35.0;76.78;4.65;3.23;0.2;0.0;;63.19;0.0;M;1;Nelore;2020-01-01
4642;115.0;33.0;219.0;451.0;672.463768115942;40.0;77.25;3.71;3.08;-0.18;0.0;;48.93;0.0;M;1;Nelore;2020-01-01
4643;147.0;38.0;212.0;448.0;684.0579710144928;39.0;70.57;4.68;3.31;0.11;0.0;;45.12;0.0;M;1;Nelore;2020-01-01
4644;112.0;37.0;213.0;479.0;771.0144927536232;42.0;87.33;4.29;3.24;-0.2;0.0;;26.94;0.0;M;1;Nelore;2020-01-01
4645;175.0;34.0;202.0;456.0;736.231884057971;45.0;82.48;5.29;4.03;0.22;0.0;;28.6;0.0;M;1;Nelore;2020-01-01
4646;173.0;37.0;211.0;439.0;660.8695652173913;38.0;81.77;3.9;3.3;0.32;0.0;;58.17;0.0;M;1;Nelore;2020-01-01
4647;121.0;30.0;199.0;442.0;704.3478260869566;37.0;80.5;5.01;3.02;-0.25;0.0;;35.68;0.0;M;1;Nelore;2020-01-01
4648;174.0;32.0;185.0;424.0;692.7536231884059;37.0;76.26;4.22;2.96;0.34;0.0;;32.69;0.0;M;1;Nelore;2020-01-01
4649;182.0;34.0;204.0;473.0;779.7101449275362;38.0;83.75;3.19;3.3;-0.9;0.0;;84.93;0.0;M;1;Nelore;2020-01-01
4650;100.0;33.0;201.0;452.0;727.5362318840579;35.0;88.08;4.11;2.88;0.09;0.0;;22.58;0.0;M;1;Nelore;2020-01-01
4651;132.0;33.0;228.0;488.0;753.6231884057971;40.0;85.28;3.63;3.65;-0.14;0.0;;56.24;0.0;M;1;Nelore;2020-01-01
4652;114.0;34.0;186.0;442.0;742.0289855072464;34.0;88.93;3.79;3.69;-0.2;0.0;;84.97;0.0;M;1;Nelore;2020-01-01
4653;102.0;37.0;197.0;411.0;620.2898550724639;41.0;92.31;4.04;3.97;-0.22;0.0;;51.45;0.0;M;1;Nelore;2020-01-01
4654;124.0;32.0;214.0;372.0;457.9710144927536;39.0;93.03;3.73;3.03;0.05;0.0;;38.2;0.0;M;1;Nelore;2020-01-01
4655;193.0;33.0;184.0;476.0;846.3768115942029;34.0;83.89;3.99;3.28;-0.08;0.0;;29.16;0.0;M;1;Nelore;2020-01-01
4656;192.0;34.0;237.0;405.0;486.95652173913044;42.0;98.72;5.33;3.99;0.01;0.0;;54.68;0.0;M;1;Nelore;2020-01-01
4657;102.0;33.0;197.0;418.0;640.5797101449275;39.0;85.9;3.5;3.59;-0.5;0.0;;73.93;0.0;M;1;Nelore;2020-01-01
4658;161.0;33.0;227.0;442.0;623.1884057971015;45.0;85.11;4.99;4.08;-0.34;0.0;;44.48;0.0;M;1;Nelore;2020-01-01
4659;190.0;32.0;212.0;449.0;686.9565217391305;41.0;78.23;4.9;3.87;0.3;0.0;;54.66;0.0;M;1;Nelore;2020-01-01
4660;195.0;40.0;201.0;470.0;779.7101449275362;35.0;75.52;4.09;3.07;-0.01;0.0;;31.89;0.0;M;1;Nelore;2020-01-01
4661;187.0;35.0;216.0;446.0;666.6666666666666;39.0;77.99;4.82;3.23;-0.37;0.0;;36.24;0.0;M;1;Nelore;2020-01-01
4662;142.0;36.0;197.0;535.0;979.7101449275362;41.0;80.11;5.02;3.15;-0.2;0.0;;53.96;0.0;M;1;Nelore;2020-01-01
4663;102.0;32.0;218.0;412.0;562.3188405797101;39.0;72.83;4.45;3.54;-0.52;0.0;;52.73;0.0;M;1;Nelore;2020-01-01
4664;167.0;35.0;209.0;524.0;913.0434782608695;44.0;98.22;6.15;2.57;-0.16;0.0;;54.17;0.0;M;1;Nelore;2020-01-01
4665;138.0;34.0;198.0;408.0;608.6956521739131;40.0;91.13;4.87;3.14;0.82;0.0;;63.61;0.0;M;1;Nelore;2020-01-01
4666;132.0;38.0;224.0;463.0;692.7536231884059;45.0;90.79;3.11;4.42;-0.11;0.0;;68.28;0.0;M;1;Nelore;2020-01-01
4667;129.0;32.0;207.0;446.0;692.7536231884059;39.0;82.91;3.98;3.33;-0.18;0.0;;81.5;0.0;M;1;Nelore;2020-01-01
4668;150.0;37.0;205.0;453.0;718.8405797101449;39.0;79.82;4.24;3.0;-0.3;0.0;;82.66;0.0;M;1;Nelore;2020-01-01
4669;195.0;36.0;203.0;421.0;631.8840579710145;42.0;87.47;3.71;3.57;-0.07;0.0;;47.86;0.0;M;1;Nelore;2020-01-01
4670;123.0;31.0;208.0;374.0;481.15942028985506;38.0;95.82;4.27;4.24;-0.09;0.0;;37.65;0.0;M;1;Nelore;2020-01-01
4671;159.0;38.0;245.0;418.0;501.4492753623189;43.0;86.07;4.06;4.0;0.11;0.0;;53.49;0.0;M;1;Nelore;2020-01-01
4672;115.0;34.0;230.0;502.0;788.4057971014494;36.0;89.67;5.04;2.14;-0.0;0.0;;39.7;0.0;M;1;Nelore;2020-01-01
4673;129.0;35.0;205.0;388.0;530.4347826086957;39.0;78.06;3.75;3.16;0.38;0.0;;52.0;0.0;M;1;Nelore;2020-01-01
4674;124.0;33.0;224.0;418.0;562.3188405797101;37.0;88.28;5.15;3.81;-0.32;0.0;;52.8;0.0;M;1;Nelore;2020-01-01
4675;162.0;39.0;204.0;415.0;611.5942028985507;38.0;80.65;3.92;4.76;-0.05;0.0;;43.27;0.0;M;1;Nelore;2020-01-01
4676;194.0;38.0;204.0;493.0;837.6811594202899;36.0;84.66;4.17;2.88;-0.06;0.0;;57.41;0.0;M;1;Nelore;2020-01-01
4677;177.0;36.0;223.0;382.0;460.8695652173913;42.0;91.03;3.45;3.77;-0.42;0.0;;24.14;0.0;M;1;Nelore;2020-01-01
4678;150.0;30.0;196.0;426.0;666.6666666666666;37.0;86.51;3.77;4.6;-0.36;0.0;;32.63;0.0;M;1;Nelore;2020-01-01
4679;197.0;32.0;192.0;444.0;730.4347826086956;34.0;79.73;3.63;3.1;-0.09;0.0;;21.95;0.0;M;1;Nelore;2020-01-01
4680;127.0;31.0;199.0;464.0;768.1159420289855;35.0;82.81;4.69;3.77;-0.47;0.0;;75.37;0.0;M;1;Nelore;2020-01-01
4681;166.0;37.0;231.0;419.0;544.927536231884;38.0;72.66;4.52;4.17;-0.08;0.0;;43.57;0.0;M;1;Nelore;2020-01-01
4682;129.0;36.0;200.0;494.0;852.1739130434783;37.0;86.17;5.41;2.68;0.24;0.0;;58.77;0.0;M;1;Nelore;2020-01-01
4683;129.0;36.0;220.0;417.0;571.0144927536231;42.0;77.48;3.92;3.37;-0.01;0.0;;53.14;0.0;M;1;Nelore;2020-01-01
4684;181.0;38.0;220.0;496.0;800.0;41.0;74.29;4.45;4.18;-0.17;0.0;;52.59;0.0;M;1;Nelore;2020-01-01
4685;140.0;36.0;235.0;464.0;663.768115942029;42.0;87.74;4.35;3.12;-0.44;0.0;;41.92;0.0;M;1;Nelore;2020-01-01
4686;102.0;33.0;214.0;449.0;681.1594202898551;41.0;94.11;3.79;3.95;-0.3;0.0;;47.79;0.0;M;1;Nelore;2020-01-01
4687;141.0;29.0;215.0;469.0;736.231884057971;37.0;72.57;3.06;3.66;-0.09;0.0;;64.22;0.0;M;1;Nelore;2020-01-01
4688;115.0;36.0;206.0;403.0;571.0144927536231;39.0;84.53;4.15;4.03;-0.17;0.0;;40.4;0.0;M;1;Nelore;2020-01-01
4689;114.0;31.0;209.0;398.0;547.8260869565216;41.0;97.37;5.18;3.84;0.47;0.0;;53.59;0.0;M;1;Nelore;2020-01-01
4690;163.0;32.0;184.0;437.0;733.3333333333333;40.0;81.98;5.17;3.45;-0.3;0.0;;68.95;0.0;M;1;Nelore;2020-01-01
4691;120.0;39.0;219.0;497.0;805.7971014492754;38.0;75.78;3.7;4.14;0.32;0.0;;84.15;0.0;M;1;Nelore;2020-01-01
4692;163.0;32.0;218.0;443.0;652.1739130434783;40.0;86.81;4.28;3.41;-0.51;0.0;;72.87;0.0;M;1;Nelore;2020-01-01
4693;168.0;34.0;206.0;425.0;634.7826086956521;38.0;76.44;3.64;2.31;0.14;0.0;;84.33;0.0;M;1;Nelore;2020-01-01
4694;115.0;30.0;199.0;442.0;704.3478260869566;39.0;86.26;3.42;3.67;-0.32;0.0;;27.26;0.0;M;1;Nelore;2020-01-01
4695;167.0;40.0;227.0;364.0;397.1014492753623;39.0;80.0;5.62;3.59;-0.25;0.0;;23.79;0.0;M;1;Nelore;2020-01-01
4696;167.0;36.0;216.0;403.0;542.0289855072464;38.0;84.25;5.71;2.95;-0.87;0.0;;58.96;0.0;M;1;Nelore;2020-01-01
4697;142.0;33.0;199.0;429.0;666.6666666666666;41.0;96.01;3.87;3.16;-0.15;0.0;;57.8;0.0;M;1;Nelore;2020-01-01
4698;187.0;34.0;206.0;455.0;721.7391304347826;38.0;81.2;4.67;3.16;-0.78;0.0;;54.71;0.0;M;1;Nelore;2020-01-01
4699;177.0;33.0;208.0;396.0;544.927536231884;42.0;82.61;3.37;3.54;-0.68;0.0;;44.18;0.0;M;1;Nelore;2020-01-01
4700;193.0;35.0;203.0;510.0;889.8550724637681;42.0;77.96;3.55;3.66;0.2;0.0;;70.31;0.0;M;1;Nelore;2020-01-01
4701;188.0;33.0;209.0;426.0;628.9855072463768;40.0;94.27;4.12;3.59;-0.29;0.0;;20.52;0.0;M;1;Nelore;2020-01-01
4702;189.0;33.0;255.0;492.0;686.9565217391305;40.0;87.68;4.82;3.16;0.3;0.0;;81.61;0.0;M;1;Nelore;2020-01-01
4703;130.0;36.0;226.0;501.0;797.1014492753623;39.0;98.85;5.39;3.56;-0.28;0.0;;79.52;0.0;M;1;Nelore;2020-01-01
4704;106.0;33.0;218.0;430.0;614.4927536231885;41.0;72.07;4.21;3.74;0.07;0.0;;38.41;0.0;M;1;Nelore;2020-01-01
4705;115.0;33.0;203.0;428.0;652.1739130434783;37.0;91.87;5.18;3.61;0.11;0.0;;39.79;0.0;M;1;Nelore;2020-01-01
4706;148.0;37.0;228.0;512.0;823.1884057971014;39.0;88.25;4.57;4.0;-0.43;0.0;;61.49;0.0;M;1;Nelore;2020-01-01
4707;113.0;35.0;248.0;457.0;605.7971014492754;42.0;82.88;3.86;3.4;-0.57;0.0;;69.05;0.0;M;1;Nelore;2020-01-01
4708;168.0;34.0;206.0;402.0;568.1159420289855;38.0;72.66;4.3;3.3;-0.27;0.0;;36.5;0.0;M;1;Nelore;2020-01-01
4709;145.0;32.0;224.0;469.0;710.1449275362319;40.0;84.46;5.4;3.46;-0.28;0.0;;69.32;0.0;M;1;Nelore;2020-01-01
4710;173.0;37.0;223.0;461.0;689.8550724637681;40.0;89.76;5.59;4.56;0.05;0.0;;45.66;0.0;M;1;Nelore;2020-01-01
4711;107.0;34.0;223.0;384.0;466.6666666666667;34.0;82.56;5.4;3.54;0.5;0.0;;26.04;0.0;M;1;Nelore;2020-01-01
4712;180.0;36.0;217.0;489.0;788.4057971014494;36.0;80.33;4.91;3.66;-0.85;0.0;;44.84;0.0;M;1;Nelore;2020-01-01
4713;174.0;36.0;206.0;419.0;617.3913043478261;36.0;79.19;4.33;4.29;-0.43;0.0;;68.94;0.0;M;1;Nelore;2020-01-01
4714;138.0;36.0;206.0;443.0;686.9565217391305;42.0;87.29;3.21;3.83;-0.15;0.0;;32.68;0.0;M;1;Nelore;2020-01-01
4715;136.0;36.0;251.0;436.0;536.2318840579711;42.0;94.76;4.93;3.85;-0.06;0.0;;57.64;0.0;M;1;Nelore;2020-01-01
4716;153.0;39.0;204.0;478.0;794.2028985507246;44.0;99.93;3.7;3.32;0.81;0.0;;57.72;0.0;M;1;Nelore;2020-01-01
4717;180.0;35.0;219.0;467.0;718.8405797101449;40.0;77.69;3.77;2.99;-0.41;0.0;;55.42;0.0;M;1;Nelore;2020-01-01
4718;135.0;33.0;192.0;384.0;556.5217391304348;38.0;74.9;2.9;3.24;0.27;0.0;;77.17;0.0;M;1;Nelore;2020-01-01
4719;174.0;36.0;225.0;403.0;515.9420289855072;38.0;80.32;3.77;3.88;0.25;0.0;;25.29;0.0;M;1;Nelore;2020-01-01
4720;128.0;34.0;204.0;469.0;768.1159420289855;36.0;74.61;4.18;3.3;0.16;0.0;;25.6;0.0;M;1;Nelore;2020-01-01
4721;154.0;37.0;191.0;395.0;591.304347826087;38.0;86.56;3.45;2.9;-0.39;0.0;;44.23;0.0;M;1;Nelore;2020-01-01
4722;136.0;30.0;201.0;355.0;446.3768115942029;36.0;95.31;3.74;2.53;0.28;0.0;;30.95;0.0;M;1;Nelore;2020-01-01
4723;131.0;35.0;236.0;430.0;562.3188405797101;42.0;85.93;5.19;3.3;-0.74;0.0;;29.61;0.0;M;1;Nelore;2020-01-01
4724;161.0;33.0;224.0;462.0;689.8550724637681;40.0;84.94;4.21;3.0;0.05;0.0;;33.15;0.0;M;1;Nelore;2020-01-01
4725;140.0;37.0;209.0;433.0;649.2753623188405;39.0;90.08;3.01;3.92;-0.71;0.0;;62.52;0.0;M;1;Nelore;2020-01-01
4726;177.0;41.0;238.0;461.0;646.3768115942029;42.0;89.76;3.86;2.64;0.29;0.0;;35.43;0.0;M;1;Nelore;2020-01-01
4727;121.0;36.0;231.0;451.0;637.6811594202898;37.0;91.81;3.97;4.41;-0.72;0.0;;73.41;0.0;M;1;Nelore;2020-01-01
4728;154.0;34.0;212.0;447.0;681.1594202898551;38.0;87.12;3.8;3.28;-0.58;0.0;;51.25;0.0;M;1;Nelore;2020-01-01
4729;125.0;34.0;221.0;439.0;631.8840579710145;40.0;94.2;3.01;3.44;-0.29;0.0;;59.68;0.0;M;1;Nelore;2020-01-01
4730;172.0;34.0;187.0;462.0;797.1014492753623;39.0;89.77;4.87;3.06;0.07;0.0;;69.26;0.0;M;1;Nelore;2020-01-01
4731;190.0;36.0;188.0;428.0;695.6521739130435;39.0;83.18;3.84;3.42;-0.17;0.0;;72.12;0.0;M;1;Nelore;2020-01-01
4732;149.0;32.0;213.0;402.0;547.8260869565216;38.0;82.97;4.95;2.6;-0.48;0.0;;30.29;0.0;M;1;Nelore;2020-01-01
4733;154.0;38.0;230.0;423.0;559.4202898550724;43.0;89.8;5.68;2.91;0.18;0.0;;37.53;0.0;M;1;Nelore;2020-01-01
4734;159.0;37.0;200.0;438.0;689.8550724637681;35.0;91.11;4.14;3.61;-0.27;0.0;;30.67;0.0;M;1;Nelore;2020-01-01
4735;172.0;36.0;243.0;399.0;452.17391304347825;42.0;89.26;5.96;4.0;-0.21;0.0;;30.92;0.0;M;1;Nelore;2020-01-01
4736;125.0;35.0;203.0;449.0;713.0434782608695;41.0;90.69;6.01;2.57;-0.39;0.0;;58.32;0.0;M;1;Nelore;2020-01-01
4737;168.0;32.0;188.0;488.0;869.5652173913044;37.0;81.28;4.03;3.62;-0.15;0.0;;84.6;0.0;M;1;Nelore;2020-01-01
4738;105.0;34.0;179.0;473.0;852.1739130434783;37.0;76.71;5.09;3.21;-0.28;0.0;;68.74;0.0;M;1;Nelore;2020-01-01
4739;158.0;37.0;220.0;497.0;802.8985507246376;36.0;74.93;3.52;3.4;-0.09;0.0;;46.45;0.0;M;1;Nelore;2020-01-01
4740;145.0;32.0;223.0;462.0;692.7536231884059;43.0;80.36;4.66;4.11;-0.53;0.0;;81.45;0.0;M;1;Nelore;2020-01-01
4741;122.0;37.0;237.0;453.0;626.0869565217391;41.0;84.7;4.21;3.49;0.05;0.0;;39.65;0.0;M;1;Nelore;2020-01-01
4742;108.0;36.0;248.0;522.0;794.2028985507246;43.0;97.81;4.64;2.56;0.22;0.0;;21.55;0.0;M;1;Nelore;2020-01-01
4743;168.0;35.0;222.0;441.0;634.7826086956521;40.0;86.61;3.07;4.39;0.3;0.0;;30.58;0.0;M;1;Nelore;2020-01-01
4744;107.0;35.0;231.0;372.0;408.69565217391306;39.0;80.88;4.55;3.62;0.4;0.0;;78.24;0.0;M;1;Nelore;2020-01-01
4745;188.0;34.0;202.0;407.0;594.2028985507246;35.0;81.94;3.57;4.23;0.33;0.0;;81.23;0.0;M;1;Nelore;2020-01-01
4746;128.0;39.0;241.0;511.0;782.608695652174;42.0;86.87;4.15;3.88;0.31;0.0;;31.2;0.0;M;1;Nelore;2020-01-01
4747;169.0;29.0;197.0;428.0;669.5652173913044;38.0;97.08;2.99;4.52;-0.32;0.0;;54.84;0.0;M;1;Nelore;2020-01-01
4748;116.0;35.0;214.0;409.0;565.2173913043478;38.0;98.92;2.82;3.0;-0.12;0.0;;81.76;0.0;M;1;Nelore;2020-01-01
4749;106.0;31.0;200.0;506.0;886.9565217391304;35.0;86.2;4.23;4.19;0.7;0.0;;45.9;0.0;M;1;Nelore;2020-01-01
4750;149.0;39.0;218.0;477.0;750.7246376811594;38.0;88.4;5.15;3.6;0.22;0.0;;45.49;0.0;M;1;Nelore;2020-01-01
4751;175.0;34.0;219.0;390.0;495.6521739130435;36.0;83.79;4.12;3.37;0.27;0.0;;54.0;0.0;M;1;Nelore;2020-01-01
4752;178.0;33.0;191.0;328.0;397.1014492753623;39.0;76.55;4.41;3.0;-0.4;0.0;;77.07;0.0;M;1;Nelore;2020-01-01
4753;199.0;40.0;219.0;448.0;663.768115942029;36.0;84.72;5.97;3.33;0.06;0.0;;34.32;0.0;M;1;Nelore;2020-01-01
4754;130.0;38.0;208.0;509.0;872.4637681159421;37.0;79.21;4.67;2.79;0.02;0.0;;68.71;0.0;M;1;Nelore;2020-01-01
4755;187.0;35.0;213.0;455.0;701.4492753623189;38.0;83.83;4.49;3.01;-0.14;0.0;;67.29;0.0;M;1;Nelore;2020-01-01
4756;100.0;32.0;194.0;431.0;686.9565217391305;40.0;83.26;5.16;4.62;0.0;0.0;;59.0;0.0;M;1;Nelore;2020-01-01
4757;143.0;37.0;241.0;419.0;515.9420289855072;40.0;79.91;4.82;3.37;0.14;0.0;;28.72;0.0;M;1;Nelore;2020-01-01
4758;193.0;40.0;224.0;490.0;771.0144927536232;35.0;90.95;4.22;3.59;0.35;0.0;;41.24;0.0;M;1;Nelore;2020-01-01
4759;185.0;33.0;204.0;422.0;631.8840579710145;33.0;74.03;3.95;3.56;-0.21;0.0;;81.6;0.0;M;1;Nelore;2020-01-01
4760;177.0;32.0;195.0;465.0;782.608695652174;38.0;79.44;4.9;4.69;-0.5;0.0;;52.73;0.0;M;1;Nelore;2020-01-01
4761;147.0;34.0;210.0;399.0;547.8260869565216;38.0;76.81;5.27;3.98;-0.23;0.0;;77.95;0.0;M;1;Nelore;2020-01-01
4762;196.0;34.0;216.0;402.0;539.1304347826087;39.0;83.89;4.97;4.2;-0.21;0.0;;53.79;0.0;M;1;Nelore;2020-01-01
4763;148.0;34.0;170.0;436.0;771.0144927536232;35.0;84.51;4.35;3.05;0.11;0.0;;82.05;0.0;M;1;Nelore;2020-01-01
4764;198.0;34.0;210.0;482.0;788.4057971014494;37.0;79.03;3.68;3.8;-0.59;0.0;;61.7;0.0;M;1;Nelore;2020-01-01
4765;119.0;34.0;219.0;464.0;710.1449275362319;43.0;74.33;4.82;2.32;0.03;0.0;;41.46;0.0;M;1;Nelore;2020-01-01
4766;171.0;33.0;213.0;332.0;344.92753623188406;38.0;77.94;3.53;3.14;-0.34;0.0;;73.45;0.0;M;1;Nelore;2020-01-01
4767;142.0;30.0;198.0;427.0;663.768115942029;36.0;79.3;3.41;4.03;-0.03;0.0;;58.65;0.0;M;1;Nelore;2020-01-01
4768;148.0;34.0;202.0;476.0;794.2028985507246;38.0;80.76;3.74;3.55;-0.42;0.0;;59.39;0.0;M;1;Nelore;2020-01-01
4769;176.0;35.0;214.0;358.0;417.39130434782606;38.0;83.81;5.43;3.45;-0.07;0.0;;69.99;0.0;M;1;Nelore;2020-01-01
4770;112.0;35.0;218.0;468.0;724.6376811594203;36.0;85.85;5.01;3.58;-1.1;0.0;;83.15;0.0;M;1;Nelore;2020-01-01
4771;119.0;32.0;196.0;407.0;611.5942028985507;37.0;73.95;4.45;3.44;-0.22;0.0;;33.41;0.0;M;1;Nelore;2020-01-01
4772;188.0;36.0;213.0;547.0;968.1159420289855;44.0;84.18;3.45;3.56;-0.68;0.0;;36.69;0.0;M;1;Nelore;2020-01-01
4773;139.0;34.0;189.0;430.0;698.5507246376812;35.0;89.4;4.68;3.43;-0.25;0.0;;81.44;0.0;M;1;Nelore;2020-01-01
4774;159.0;32.0;203.0;466.0;762.3188405797101;40.0;89.91;3.47;3.6;-0.12;0.0;;76.63;0.0;M;1;Nelore;2020-01-01
4775;175.0;30.0;193.0;360.0;484.05797101449275;36.0;75.87;5.46;2.89;-0.79;0.0;;26.62;0.0;M;1;Nelore;2020-01-01
4776;168.0;37.0;205.0;429.0;649.2753623188405;38.0;80.45;5.17;3.19;0.26;0.0;;62.72;0.0;M;1;Nelore;2020-01-01
4777;121.0;32.0;196.0;467.0;785.5072463768116;40.0;77.14;3.34;3.26;-0.18;0.0;;61.15;0.0;M;1;Nelore;2020-01-01
4778;181.0;34.0;216.0;492.0;800.0;40.0;72.41;2.95;3.99;0.1;0.0;;38.66;0.0;M;1;Nelore;2020-01-01
4779;153.0;33.0;212.0;431.0;634.7826086956521;34.0;92.16;3.6;3.53;-0.2;0.0;;78.88;0.0;M;1;Nelore;2020-01-01
4780;143.0;37.0;205.0;441.0;684.0579710144928;39.0;89.89;5.53;3.18;0.11;0.0;;64.01;0.0;M;1;Nelore;2020-01-01
4781;188.0;32.0;203.0;435.0;672.463768115942;37.0;72.38;3.7;3.48;-0.03;0.0;;78.29;0.0;M;1;Nelore;2020-01-01
4782;154.0;34.0;268.0;473.0;594.2028985507246;41.0;76.73;3.34;4.09;0.12;0.0;;24.13;0.0;M;1;Nelore;2020-01-01
4783;122.0;37.0;229.0;483.0;736.231884057971;44.0;93.17;5.3;3.07;0.34;0.0;;20.71;0.0;M;1;Nelore;2020-01-01
4784;115.0;36.0;193.0;406.0;617.3913043478261;40.0;90.02;4.2;3.67;0.48;0.0;;64.43;0.0;M;1;Nelore;2020-01-01
4785;190.0;30.0;203.0;436.0;675.3623188405797;37.0;75.47;4.53;2.35;0.53;0.0;;38.63;0.0;M;1;Nelore;2020-01-01
4786;174.0;32.0;184.0;390.0;597.1014492753624;37.0;82.09;3.31;3.67;0.05;0.0;;59.72;0.0;M;1;Nelore;2020-01-01
4787;111.0;37.0;215.0;413.0;573.9130434782609;38.0;86.04;4.56;3.29;-0.13;0.0;;39.79;0.0;M;1;Nelore;2020-01-01
4788;105.0;36.0;217.0;439.0;643.4782608695651;37.0;75.94;3.41;3.31;0.0;0.0;;35.61;0.0;M;1;Nelore;2020-01-01
4789;115.0;37.0;224.0;441.0;628.9855072463768;42.0;88.01;4.24;4.47;-0.12;0.0;;39.01;0.0;M;1;Nelore;2020-01-01
4790;158.0;36.0;256.0;482.0;655.0724637681159;40.0;78.05;4.12;3.88;0.2;0.0;;25.19;0.0;M;1;Nelore;2020-01-01
4791;108.0;37.0;216.0;405.0;547.8260869565216;42.0;81.99;3.61;3.84;0.07;0.0;;29.31;0.0;M;1;Nelore;2020-01-01
4792;167.0;40.0;208.0;438.0;666.6666666666666;40.0;79.64;3.95;3.96;-0.43;0.0;;63.88;0.0;M;1;Nelore;2020-01-01
4793;164.0;30.0;222.0;443.0;640.5797101449275;36.0;77.85;3.15;3.23;0.32;0.0;;53.44;0.0;M;1;Nelore;2020-01-01
4794;157.0;31.0;204.0;413.0;605.7971014492754;40.0;81.42;5.6;3.6;-0.6;0.0;;56.17;0.0;M;1;Nelore;2020-01-01
4795;132.0;32.0;234.0;458.0;649.2753623188405;40.0;86.43;5.08;3.58;-0.35;0.0;;52.99;0.0;M;1;Nelore;2020-01-01
4796;188.0;29.0;214.0;396.0;527.536231884058;40.0;75.69;3.51;3.53;-0.4;0.0;;35.01;0.0;M;1;Nelore;2020-01-01
4797;146.0;33.0;226.0;422.0;568.1159420289855;37.0;76.15;4.61;3.97;-0.81;0.0;;71.9;0.0;M;1;Nelore;2020-01-01
4798;146.0;38.0;218.0;481.0;762.3188405797101;38.0;81.98;4.68;3.65;-0.44;0.0;;73.33;0.0;M;1;Nelore;2020-01-01
4799;144.0;35.0;215.0;511.0;857.9710144927536;41.0;92.39;5.85;4.59;-0.75;0.0;;63.89;0.0;M;1;Nelore;2020-01-01
4800;130.0;29.0;224.0;448.0;649.2753623188405;38.0;81.47;3.77;3.31;-0.02;0.0;;24.51;0.0;M;1;Nelore;2020-01-01
4801;186.0;33.0;231.0;467.0;684.0579710144928;39.0;70.43;3.63;3.37;0.18;0.0;;42.09;0.0;M;1;Nelore;2020-01-01
4802;182.0;34.0;191.0;457.0;771.0144927536232;39.0;89.31;4.14;4.23;-0.11;0.0;;42.14;0.0;M;1;Nelore;2020-01-01
4803;132.0;34.0;205.0;432.0;657.9710144927536;41.0;85.63;3.96;4.03;0.18;0.0;;51.6;0.0;M;1;Nelore;2020-01-01
4804;111.0;34.0;195.0;447.0;730.4347826086956;39.0;62.45;4.06;4.2;-0.28;0.0;;59.03;0.0;M;1;Nelore;2020-01-01
4805;169.0;34.0;206.0;418.0;614.4927536231885;36.0;79.77;3.51;4.21;-0.19;0.0;;61.9;0.0;M;1;Nelore;2020-01-01
4806;166.0;33.0;200.0;419.0;634.7826086956521;38.0;77.37;3.33;4.09;0.15;0.0;;78.02;0.0;M;1;Nelore;2020-01-01
4807;136.0;33.0;217.0;407.0;550.7246376811594;39.0;82.23;4.48;2.65;-0.61;0.0;;74.01;0.0;M;1;Nelore;2020-01-01
4808;196.0;34.0;219.0;452.0;675.3623188405797;39.0;89.12;4.52;3.18;-0.16;0.0;;35.79;0.0;M;1;Nelore;2020-01-01
4809;163.0;33.0;238.0;406.0;486.95652173913044;41.0;74.26;4.47;2.91;0.21;0.0;;80.76;0.0;M;1;Nelore;2020-01-01
4810;162.0;41.0;219.0;484.0;768.1159420289855;41.0;87.99;4.91;3.79;-0.68;0.0;;58.11;0.0;M;1;Nelore;2020-01-01
4811;169.0;37.0;212.0;396.0;533.3333333333334;41.0;82.17;4.24;4.19;0.52;0.0;;31.92;0.0;M;1;Nelore;2020-01-01
4812;167.0;37.0;209.0;424.0;623.1884057971015;45.0;87.21;4.38;3.06;0.06;0.0;;54.59;0.0;M;1;Nelore;2020-01-01
4813;199.0;34.0;216.0;423.0;600.0;39.0;85.2;3.81;2.69;-0.01;0.0;;83.24;0.0;M;1;Nelore;2020-01-01
4814;123.0;35.0;248.0;455.0;600.0;41.0;95.46;4.93;4.57;-0.11;0.0;;84.23;0.0;M;1;Nelore;2020-01-01
