ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;ITU_Media;ITU_DP;ITU_Max
4701;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-09-03;22;61.98;5.38;70.33
4702;1;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_1C;2024-11-22;54;72.02;5.39;80.52
4703;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2A;2024-11-05;94;72.01;5.61;80.48
4704;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-03-10;28;77.71;5.78;87.62
4705;3;Verão;Pasto A;Pasto;Braquiária;Setor_3A;2024-01-09;70;78.2;5.52;86.85
4706;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2024-06-05;130;68.26;5.93;76.98
4707;2;Inverno;Pasto C;Pasto;Panicum;Setor_2B;2024-09-14;135;61.69;5.0;68.68
4708;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2024-11-03;104;72.11;5.89;80.87
4709;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2024-05-20;138;68.15;5.77;76.04
4710;2;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2024-02-19;58;77.85;5.51;86.6
4711;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3B;2024-05-18;110;68.29;5.23;76.61
4712;2;Outono;Pasto B;Pasto;Braquiária;Setor_2C;2024-06-28;103;61.85;4.5;69.29
4713;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2024-06-14;49;68.53;5.56;78.63
4714;2;Outono;Pasto A;Pasto;Panicum;Setor_2A;2024-06-02;58;68.25;6.32;77.64
4715;2;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2024-05-23;138;68.8;6.02;77.68
4716;1;Outono;Pasto C;Pasto;Braquiária;Setor_1A;2024-06-20;117;68.16;5.27;75.88
4717;2;Outono;Pasto B;Pasto;Panicum;Setor_2C;2024-06-03;102;68.38;5.45;75.69
4718;3;Verão;Pasto C;Pasto;Braquiária;Setor_3C;2024-01-25;151;77.04;5.41;85.21
4719;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2024-10-22;53;71.74;5.53;80.28
4720;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-03-12;32;77.75;5.65;86.3
4721;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3A;2024-10-21;71;71.88;5.94;81.54
4722;3;Outono;Pasto B;Pasto;Braquiária;Setor_3B;2024-06-02;111;68.31;5.65;76.52
4723;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2024-06-21;132;62.17;5.17;69.13
4724;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1A;2024-09-21;80;61.74;5.32;69.71
4725;1;Primavera;Pasto B;Pasto;Panicum;Setor_1A;2024-11-25;82;72.1;5.35;81.05
4726;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-11-26;15;71.88;5.65;79.94
4727;2;Primavera;Pasto A;Pasto;Braquiária;Setor_2C;2024-11-04;64;72.08;5.73;80.19
4728;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-10-04;5;71.75;5.59;81.96
4729;1;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_1B;2024-08-08;51;61.7;5.21;69.47
4730;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3B;2024-12-24;146;77.92;6.1;87.04
4731;3;Primavera;Pasto A;Pasto;Panicum;Setor_3B;2024-12-18;72;72.15;5.53;80.7
4732;3;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_3B;2024-03-23;74;68.4;5.83;77.19
4733;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-09-08;89;62.0;5.24;69.24
4734;1;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-05-12;82;68.6;5.26;78.06
4735;2;Primavera;Pasto A;Pasto;Braquiária;Setor_2C;2024-11-15;64;71.58;6.18;80.56
4736;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2024-09-19;103;61.83;5.44;71.67
4737;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-17;33;71.34;5.44;79.4
4738;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-12;1;77.57;5.86;86.46
4739;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2024-01-16;143;77.2;5.46;85.93
4740;2;Outono;Pasto B;Pasto;Panicum;Setor_2B;2024-04-10;98;68.88;5.65;76.82
4741;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-02-03;21;77.47;5.56;86.04
4742;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-10-27;20;71.38;6.19;79.86
4743;1;Verão;Pasto B;Pasto;Panicum;Setor_1A;2024-03-05;80;76.85;6.75;87.1
4744;2;Primavera;Pasto B;Pasto;Panicum;Setor_2A;2024-11-10;94;72.18;5.65;82.96
4745;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-05-15;1;68.56;5.46;75.39
4746;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2024-07-17;59;61.99;4.82;69.0
4747;3;Outono;Pasto B;Pasto;Mombaça;Setor_3C;2024-05-12;112;68.43;5.01;76.0
4748;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-04;32;77.16;6.18;85.7
4749;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-05-24;28;68.66;5.76;77.11
4750;2;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_2B;2024-03-15;61;77.58;5.49;86.01
4751;3;Outono;Pasto C;Pasto;Braquiária;Setor_3A;2024-05-03;142;68.72;5.67;76.56
4752;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1B;2024-11-02;121;71.84;5.51;79.36
4753;2;Verão;Pasto B;Pasto;Mombaça;Setor_2B;2024-03-04;96;77.66;6.08;87.81
4754;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-28;4;77.77;6.21;86.43
4755;1;Outono;Pasto C;Pasto;Mombaça;Setor_1A;2024-05-21;116;68.22;5.72;77.3
4756;1;Inverno;Pasto C;Pasto;Panicum;Setor_1B;2024-07-22;121;61.66;5.36;69.35
4757;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2024-01-24;65;77.48;6.08;87.3
4758;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-10-17;15;71.52;5.5;79.09
4759;3;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_3A;2024-10-18;107;71.88;5.76;80.54
4760;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-07-11;10;61.72;5.53;69.03
4761;3;Outono;Pasto B;Pasto;Panicum;Setor_3C;2024-06-14;112;68.1;5.94;76.31
4762;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1A;2024-11-08;119;71.7;5.67;80.03
4763;3;Outono;Pasto C;Pasto;Mombaça;Setor_3A;2024-05-21;141;68.4;5.89;78.46
4764;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2024-01-06;140;77.72;6.11;87.2
4765;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2024-12-22;57;78.14;5.35;87.51
4766;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3B;2024-11-13;144;71.83;5.42;79.29
4767;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-01-24;30;77.73;4.79;83.45
4768;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-06-07;86;68.88;5.96;78.74
4769;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-02-19;27;77.54;5.89;88.04
4770;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3B;2024-08-13;111;61.6;5.68;70.62
4771;3;Verão;Pasto B;Pasto;Braquiária;Setor_3A;2024-01-23;106;77.45;5.6;85.57
4772;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-04-07;141;68.86;5.84;77.79
4773;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-25;31;77.76;5.81;86.05
4774;3;Outono;Pasto B;Pasto;Mombaça;Setor_3A;2024-06-26;107;62.2;4.81;69.33
4775;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-04-19;32;68.07;5.49;75.35
4776;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2024-04-26;61;68.35;5.56;77.01
4777;3;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2024-09-06;75;62.15;4.7;69.23
4778;2;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-08-11;96;62.41;4.94;70.6
4779;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3B;2024-10-15;72;72.47;4.9;79.81
4780;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-10-09;9;71.79;5.94;79.34
4781;3;Inverno;Pasto C;Pasto;Mombaça;Setor_3C;2024-09-28;150;72.23;5.62;79.94
4782;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2024-05-17;136;68.82;5.92;78.11
4783;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2C;2024-09-11;103;61.96;5.14;69.34
4784;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2024-03-13;102;77.26;6.1;86.21
4785;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-06-13;121;68.56;5.51;76.01
4786;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-12-04;142;71.98;5.84;79.48
4787;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2A;2024-11-12;131;71.43;5.68;81.22
4788;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-20;29;77.72;4.6;84.55
4789;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2A;2024-07-27;129;61.85;5.34;69.92
4790;2;Verão;Pasto B;Pasto;Panicum;Setor_2A;2024-03-23;93;67.97;5.24;75.09
4791;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-05-20;9;68.57;5.7;77.52
4792;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-09-03;12;62.06;5.18;69.19
4793;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3C;2024-09-05;78;61.91;5.29;68.94
4794;3;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_3A;2024-11-04;142;71.86;5.39;79.99
4795;2;Inverno;Pasto B;Pasto;Panicum;Setor_2C;2024-07-10;103;61.93;4.84;70.51
4796;1;Outono;Pasto B;Pasto;Braquiária;Setor_1B;2024-04-06;84;67.87;5.81;75.91
4797;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-05-23;28;68.73;5.15;76.39
4798;2;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_2A;2024-07-17;92;61.5;5.12;68.99
4799;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2024-05-14;64;68.76;5.23;76.34
4800;3;Verão;Pasto B;Pasto;Braquiária;Setor_3B;2024-03-05;108;77.26;6.11;86.27
4801;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-06-13;34;68.52;5.09;76.22
4802;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2C;2024-11-06;101;71.77;5.47;79.43
4803;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-05-21;81;68.31;5.89;79.95
4804;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2024-03-23;142;68.66;5.38;75.82
4805;1;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-06-06;89;68.84;5.43;77.0
4806;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-06-06;71;68.47;5.64;76.88
4807;2;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2024-11-10;59;71.87;5.67;80.25
4808;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2024-07-06;82;62.07;4.53;68.68
4809;1;Outono;Pasto C;Pasto;Panicum;Setor_1C;2024-05-27;126;68.72;5.32;76.14
4810;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2024-02-20;47;77.71;5.95;85.88
4811;2;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_2C;2024-04-28;64;68.71;5.49;75.76
4812;2;Inverno;Pasto A;Pasto;Panicum;Setor_2A;2024-08-01;59;61.97;5.32;70.37
4813;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-05-05;31;68.7;5.55;78.07
4814;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-27;15;77.34;5.91;86.51
4815;1;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2024-02-18;54;77.57;5.65;86.29
4816;3;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-09-21;143;61.84;5.0;69.13
4817;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2024-02-14;127;78.03;5.49;87.8
4818;3;Inverno;Pasto B;Pasto;Mombaça;Setor_3C;2024-09-16;112;61.75;5.37;68.22
4819;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2024-02-23;140;77.18;5.97;88.54
4820;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-05-16;35;68.37;5.65;76.32
4821;1;Outono;Pasto A;Pasto;Panicum;Setor_1A;2024-04-03;45;68.76;5.74;76.75
4822;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2B;2024-09-01;132;62.12;5.26;70.1
4823;2;Verão;Pasto A;Pasto;Braquiária;Setor_2C;2024-01-10;64;78.2;5.6;86.66
4824;1;Outono;Pasto B;Pasto;Mombaça;Setor_1C;2024-04-09;89;68.29;5.86;77.04
4825;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-18;21;71.79;5.76;79.85
4826;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-11-06;11;71.83;5.8;80.12
4827;1;Verão;Pasto B;Pasto;Braquiária;Setor_1B;2024-02-19;85;77.0;6.19;86.18
4828;2;Verão;Pasto A;Pasto;Panicum;Setor_2B;2024-03-25;60;68.15;5.58;76.82
4829;3;Primavera;Pasto C;Pasto;Panicum;Setor_3A;2024-11-18;142;71.87;5.59;81.25
4830;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3C;2024-09-04;149;61.96;4.83;68.54
4831;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2024-03-04;89;77.81;5.98;86.23
4832;1;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-25;48;68.54;4.8;75.34
4833;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-09-27;13;71.88;5.52;80.05
4834;2;Inverno;Pasto A;Pasto;Braquiária;Setor_2B;2024-08-18;63;61.68;5.23;68.37
4835;1;Primavera;Pasto C;Pasto;Panicum;Setor_1B;2024-10-25;122;71.47;5.85;81.09
4836;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-06-15;82;69.36;5.74;79.88
4837;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-09-07;90;62.12;5.33;69.24
4838;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2024-11-04;52;71.94;5.62;79.75
4839;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2024-09-27;110;71.98;5.72;82.05
4840;3;Primavera;Pasto C;Pasto;Panicum;Setor_3B;2024-12-25;147;77.9;6.07;86.41
4841;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-10-10;7;71.62;5.97;79.61
4842;3;Verão;Pasto B;Pasto;Braquiária;Setor_3A;2024-01-15;104;77.49;5.89;86.27
4843;1;Verão;Pasto B;Pasto;Braquiária;Setor_1A;2024-02-12;81;77.97;6.12;87.77
4844;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1B;2024-07-15;121;62.49;4.9;70.51
4845;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-04-25;34;68.28;5.69;76.81
4846;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-01-07;53;77.89;5.6;86.25
4847;1;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2024-06-19;44;68.45;5.63;75.86
4848;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-12-12;80;72.06;5.7;80.72
4849;2;Outono;Pasto C;Pasto;Panicum;Setor_2C;2024-06-20;139;68.91;6.07;80.03
4850;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-09-14;4;62.09;4.9;69.6
4851;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-07-20;23;61.88;5.15;68.37
4852;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3B;2024-07-26;73;62.05;5.0;69.22
4853;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2024-04-27;80;67.98;5.72;76.6
4854;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2024-07-26;109;62.09;4.88;69.33
4855;3;Outono;Pasto B;Pasto;Braquiária;Setor_3A;2024-04-19;107;68.46;5.53;77.06
4856;3;Outono;Pasto B;Pasto;Braquiária;Setor_3A;2024-05-18;107;68.56;5.08;76.58
4857;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-20;7;72.15;5.71;80.8
4858;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-09-06;30;61.93;5.65;69.65
4859;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3A;2024-11-23;71;71.86;5.9;81.08
4860;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-10;121;68.65;5.38;75.73
4861;3;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2024-12-09;148;71.33;5.83;81.75
4862;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-03-22;10;68.6;5.96;77.35
4863;3;Outono;Pasto C;Pasto;Panicum;Setor_3B;2024-04-05;147;68.39;5.45;78.07
4864;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3C;2024-08-02;150;61.77;5.54;68.6
4865;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-08-28;24;61.48;5.82;70.33
4866;3;Primavera;Pasto C;Pasto;Panicum;Setor_3C;2024-12-05;150;71.62;5.52;79.05
4867;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3A;2024-12-28;104;77.75;6.23;88.11
4868;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-04-08;12;68.27;5.65;77.09
4869;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2024-04-23;102;67.92;6.32;77.83
4870;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1B;2024-08-27;51;62.15;5.33;68.95
4871;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-04-25;23;68.89;5.01;77.68
4872;1;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2024-03-13;46;77.35;5.81;86.05
4873;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-08-05;16;62.01;5.16;70.57
4874;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1B;2024-12-21;50;77.47;5.99;84.99
4875;2;Primavera;Pasto C;Pasto;Panicum;Setor_2A;2024-11-21;130;71.96;5.7;81.21
4876;3;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_3A;2024-02-13;70;77.43;5.84;85.34
4877;3;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2024-11-03;151;71.84;5.3;80.29
4878;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2024-03-26;148;68.3;5.82;76.71
4879;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-10-13;3;72.05;5.62;80.86
4880;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-06-24;120;62.13;4.62;69.57
4881;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-23;6;72.07;5.54;80.21
4882;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-05-15;34;68.74;5.87;77.1
4883;3;Outono;Pasto B;Pasto;Braquiária;Setor_3A;2024-05-11;107;68.35;5.81;75.29
4884;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-09-01;90;62.12;5.17;70.46
4885;3;Primavera;Pasto B;Pasto;Panicum;Setor_3B;2024-12-03;110;71.71;5.46;78.39
4886;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-12-15;116;71.73;6.22;81.7
4887;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2024-09-22;126;61.67;5.28;69.16
4888;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2C;2024-12-12;100;71.92;5.67;81.03
4889;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-07-26;5;61.8;5.17;70.26
4890;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2024-03-13;102;77.26;6.1;86.21
4891;2;Outono;Pasto A;Pasto;Mombaça;Setor_2B;2024-04-14;63;68.76;5.65;77.97
4892;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-07-16;84;61.85;5.44;69.16
4893;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-11-11;27;71.41;5.61;79.84
4894;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-05-11;70;68.32;5.72;77.1
4895;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-06-19;35;68.67;5.78;76.69
4896;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2B;2024-10-19;135;71.66;5.74;80.02
4897;2;Outono;Pasto A;Pasto;Mombaça;Setor_2B;2024-05-26;60;68.75;5.51;80.0
4898;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2024-05-22;130;68.61;5.58;77.76
4899;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-07-02;16;61.89;4.94;67.87
4900;2;Verão;Pasto B;Pasto;Mombaça;Setor_2B;2024-01-21;97;77.43;5.51;85.71
4901;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-05-01;26;68.64;5.37;76.38
4902;1;Outono;Pasto C;Pasto;Panicum;Setor_1C;2024-04-28;125;68.79;4.68;77.19
4903;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2024-04-15;50;68.31;5.76;77.16
4904;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3A;2024-08-01;68;62.0;5.08;68.86
4905;2;Outono;Pasto C;Pasto;Braquiária;Setor_2C;2024-05-07;139;68.51;5.83;77.74
4906;2;Outono;Pasto B;Pasto;Braquiária;Setor_2B;2024-06-05;99;68.43;5.2;75.81
4907;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-09-10;90;61.72;5.74;69.57
4908;2;Outono;Pasto B;Pasto;Panicum;Setor_2C;2024-04-28;100;67.85;5.39;77.11
4909;3;Outono;Pasto A;Pasto;Panicum;Setor_3B;2024-05-03;73;68.34;5.83;76.03
4910;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2024-06-12;89;68.25;5.55;75.89
4911;2;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_2A;2024-02-03;94;77.22;6.03;86.12
4912;1;Verão;Pasto C;Pasto;Mombaça;Setor_1A;2024-02-22;116;77.85;5.9;88.08
4913;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1A;2024-09-06;45;62.18;5.43;71.04
4914;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-01-13;35;77.38;6.08;86.47
4915;1;Outono;Pasto A;Pasto;Mombaça;Setor_1A;2024-06-10;45;68.79;5.25;76.73
4916;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-23;34;77.6;5.27;85.5
4917;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2024-07-14;69;61.86;4.75;68.06
4918;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3B;2024-09-03;147;62.05;4.97;68.7
4919;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-03-04;12;77.45;6.21;86.15
4920;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-07;22;71.62;5.69;79.47
4921;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2024-05-03;128;68.57;4.68;75.53
4922;1;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-10-19;122;72.03;5.98;81.39
4923;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-07-17;28;62.11;5.37;71.22
4924;1;Verão;Pasto B;Pasto;Panicum;Setor_1A;2024-03-15;82;77.38;6.11;85.62
4925;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-10-01;17;71.55;5.71;79.86
4926;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2024-03-11;147;77.32;5.26;85.63
4927;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1A;2024-10-28;46;72.08;5.47;80.37
4928;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-23;8;72.14;5.58;80.83
4929;3;Outono;Pasto C;Pasto;Mombaça;Setor_3A;2024-04-16;141;68.44;5.64;75.79
4930;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1C;2024-07-08;55;61.59;5.27;69.48
4931;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-02-03;1;77.8;6.29;86.72
4932;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-03-26;24;68.59;5.4;77.67
4933;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2A;2024-10-04;95;72.27;5.76;80.77
4934;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-02-12;17;77.72;5.92;86.7
4935;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-08-05;10;61.75;5.93;70.19
4936;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2024-05-25;134;68.69;5.07;76.35
4937;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-01-21;21;77.85;5.63;85.17
4938;1;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2024-06-05;127;68.67;5.35;76.73
4939;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-07-17;26;61.67;5.1;70.05
4940;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-12-01;27;71.74;5.71;80.59
4941;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2024-06-21;81;61.75;5.77;70.72
4942;2;Outono;Pasto B;Pasto;Mombaça;Setor_2A;2024-04-15;93;68.63;5.48;76.48
4943;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2024-08-24;49;62.5;4.9;69.4
4944;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2024-07-21;119;62.43;5.56;70.03
4945;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-06-05;13;68.46;5.89;76.74
4946;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-05-20;21;68.49;5.64;76.49
4947;2;Verão;Pasto B;Pasto;Panicum;Setor_2B;2024-03-15;97;77.54;5.91;87.07
