ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete
4769;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-02-19;27
4770;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3B;2024-08-13;111
4771;3;Verão;Pasto B;Pasto;Braquiária;Setor_3A;2024-01-23;106
4772;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-04-07;141
4773;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-25;31
4774;3;Outono;Pasto B;Pasto;Mombaça;Setor_3A;2024-06-26;107
4775;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-04-19;32
4776;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2024-04-26;61
4777;3;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2024-09-06;75
4778;2;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-08-11;96
4779;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3B;2024-10-15;72
4780;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-10-09;9
4781;3;Inverno;Pasto C;Pasto;Mombaça;Setor_3C;2024-09-28;150
4782;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2024-05-17;136
4783;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2C;2024-09-11;103
4784;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2024-03-13;102
4785;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-06-13;121
4786;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-12-04;142
4787;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2A;2024-11-12;131
4788;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-20;29
4789;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2A;2024-07-27;129
4790;2;Verão;Pasto B;Pasto;Panicum;Setor_2A;2024-03-23;93
4791;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-05-20;9
4792;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-09-03;12
4793;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3C;2024-09-05;78
4794;3;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_3A;2024-11-04;142
4795;2;Inverno;Pasto B;Pasto;Panicum;Setor_2C;2024-07-10;103
4796;1;Outono;Pasto B;Pasto;Braquiária;Setor_1B;2024-04-06;84
4797;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-05-23;28
4798;2;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_2A;2024-07-17;92
4799;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2024-05-14;64
4800;3;Verão;Pasto B;Pasto;Braquiária;Setor_3B;2024-03-05;108
4801;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-06-13;34
4802;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2C;2024-11-06;101
4803;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-05-21;81
4804;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2024-03-23;142
4805;1;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-06-06;89
4806;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-06-06;71
4807;2;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2024-11-10;59
4808;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2024-07-06;82
4809;1;Outono;Pasto C;Pasto;Panicum;Setor_1C;2024-05-27;126
4810;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2024-02-20;47
4811;2;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_2C;2024-04-28;64
4812;2;Inverno;Pasto A;Pasto;Panicum;Setor_2A;2024-08-01;59
4813;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-05-05;31
4814;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-27;15
4815;1;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2024-02-18;54
4816;3;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-09-21;143
4817;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2024-02-14;127
4818;3;Inverno;Pasto B;Pasto;Mombaça;Setor_3C;2024-09-16;112
4819;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2024-02-23;140
4820;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-05-16;35
4821;1;Outono;Pasto A;Pasto;Panicum;Setor_1A;2024-04-03;45
4822;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2B;2024-09-01;132
4823;2;Verão;Pasto A;Pasto;Braquiária;Setor_2C;2024-01-10;64
4824;1;Outono;Pasto B;Pasto;Mombaça;Setor_1C;2024-04-09;89
4825;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-18;21
4826;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-11-06;11
4827;1;Verão;Pasto B;Pasto;Braquiária;Setor_1B;2024-02-19;85
4828;2;Verão;Pasto A;Pasto;Panicum;Setor_2B;2024-03-25;60
4829;3;Primavera;Pasto C;Pasto;Panicum;Setor_3A;2024-11-18;142
4830;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3C;2024-09-04;149
4831;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2024-03-04;89
4832;1;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-25;48
4833;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-09-27;13
4834;2;Inverno;Pasto A;Pasto;Braquiária;Setor_2B;2024-08-18;63
4835;1;Primavera;Pasto C;Pasto;Panicum;Setor_1B;2024-10-25;122
4836;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-06-15;82
4837;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-09-07;90
4838;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2024-11-04;52
4839;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2024-09-27;110
4840;3;Primavera;Pasto C;Pasto;Panicum;Setor_3B;2024-12-25;147
4841;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-10-10;7
4842;3;Verão;Pasto B;Pasto;Braquiária;Setor_3A;2024-01-15;104
4843;1;Verão;Pasto B;Pasto;Braquiária;Setor_1A;2024-02-12;81
4844;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1B;2024-07-15;121
4845;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-04-25;34
4846;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-01-07;53
4847;1;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2024-06-19;44
4848;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-12-12;80
4849;2;Outono;Pasto C;Pasto;Panicum;Setor_2C;2024-06-20;139
4850;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-09-14;4
4851;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-07-20;23
4852;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3B;2024-07-26;73
4853;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2024-04-27;80
4854;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2024-07-26;109
4855;3;Outono;Pasto B;Pasto;Braquiária;Setor_3A;2024-04-19;107
4856;3;Outono;Pasto B;Pasto;Braquiária;Setor_3A;2024-05-18;107
4857;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-20;7
4858;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-09-06;30
4859;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3A;2024-11-23;71
4860;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-10;121
4861;3;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2024-12-09;148
4862;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-03-22;10
4863;3;Outono;Pasto C;Pasto;Panicum;Setor_3B;2024-04-05;147
4864;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3C;2024-08-02;150
4865;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-08-28;24
4866;3;Primavera;Pasto C;Pasto;Panicum;Setor_3C;2024-12-05;150
4867;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3A;2024-12-28;104
4868;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-04-08;12
4869;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2024-04-23;102
4870;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1B;2024-08-27;51
4871;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-04-25;23
4872;1;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2024-03-13;46
4873;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-08-05;16
4874;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1B;2024-12-21;50
4875;2;Primavera;Pasto C;Pasto;Panicum;Setor_2A;2024-11-21;130
4876;3;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_3A;2024-02-13;70
4877;3;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2024-11-03;151
4878;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2024-03-26;148
4879;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-10-13;3
4880;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-06-24;120
4881;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-23;6
4882;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-05-15;34
4883;3;Outono;Pasto B;Pasto;Braquiária;Setor_3A;2024-05-11;107
4884;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-09-01;90
4885;3;Primavera;Pasto B;Pasto;Panicum;Setor_3B;2024-12-03;110
4886;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-12-15;116
4887;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2024-09-22;126
4888;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2C;2024-12-12;100
4889;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-07-26;5
4890;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2024-03-13;102
4891;2;Outono;Pasto A;Pasto;Mombaça;Setor_2B;2024-04-14;63
4892;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-07-16;84
4893;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-11-11;27
4894;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-05-11;70
4895;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-06-19;35
4896;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2B;2024-10-19;135
4897;2;Outono;Pasto A;Pasto;Mombaça;Setor_2B;2024-05-26;60
4898;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2024-05-22;130
4899;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-07-02;16
4900;2;Verão;Pasto B;Pasto;Mombaça;Setor_2B;2024-01-21;97
4901;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-05-01;26
4902;1;Outono;Pasto C;Pasto;Panicum;Setor_1C;2024-04-28;125
4903;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2024-04-15;50
4904;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3A;2024-08-01;68
4905;2;Outono;Pasto C;Pasto;Braquiária;Setor_2C;2024-05-07;139
4906;2;Outono;Pasto B;Pasto;Braquiária;Setor_2B;2024-06-05;99
4907;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-09-10;90
4908;2;Outono;Pasto B;Pasto;Panicum;Setor_2C;2024-04-28;100
4909;3;Outono;Pasto A;Pasto;Panicum;Setor_3B;2024-05-03;73
4910;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2024-06-12;89
4911;2;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_2A;2024-02-03;94
4912;1;Verão;Pasto C;Pasto;Mombaça;Setor_1A;2024-02-22;116
4913;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1A;2024-09-06;45
4914;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-01-13;35
4915;1;Outono;Pasto A;Pasto;Mombaça;Setor_1A;2024-06-10;45
4916;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-23;34
4917;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2024-07-14;69
4918;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3B;2024-09-03;147
4919;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-03-04;12
4920;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-07;22
4921;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2024-05-03;128
4922;1;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-10-19;122
4923;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-07-17;28
4924;1;Verão;Pasto B;Pasto;Panicum;Setor_1A;2024-03-15;82
4925;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-10-01;17
4926;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2024-03-11;147
4927;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1A;2024-10-28;46
4928;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-23;8
4929;3;Outono;Pasto C;Pasto;Mombaça;Setor_3A;2024-04-16;141
4930;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1C;2024-07-08;55
4931;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-02-03;1
4932;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-03-26;24
4933;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2A;2024-10-04;95
4934;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-02-12;17
4935;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-08-05;10
4936;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2024-05-25;134
4937;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-01-21;21
4938;1;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2024-06-05;127
4939;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-07-17;26
4940;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-12-01;27
4941;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2024-06-21;81
4942;2;Outono;Pasto B;Pasto;Mombaça;Setor_2A;2024-04-15;93
4943;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2024-08-24;49
4944;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2024-07-21;119
4945;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-06-05;13
4946;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-05-20;21
4947;2;Verão;Pasto B;Pasto;Panicum;Setor_2B;2024-03-15;97
4948;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-07-03;18
4949;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2C;2024-07-05;67
4950;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2024-01-19;103
4951;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2024-09-13;92
4952;2;Outono;Pasto C;Pasto;Braquiária;Setor_2B;2024-05-14;132
4953;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-05-26;16
4954;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2024-04-08;103
4955;3;Inverno;Pasto B;Pasto;Panicum;Setor_3A;2024-08-21;105
4956;3;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_3B;2024-04-08;109
4957;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-12-20;16
4958;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-09-24;8
4959;1;Primavera;Pasto C;Pasto;Panicum;Setor_1A;2024-12-10;116
4960;3;Outono;Pasto C;Pasto;Braquiária;Setor_3A;2024-06-01;141
4961;1;Outono;Pasto C;Pasto;Mombaça;Setor_1B;2024-06-10;121
4962;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2024-01-17;110
4963;3;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2024-12-17;145
4964;1;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_1A;2024-07-24;44
4965;2;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2024-02-10;56
4966;1;Verão;Pasto C;Pasto;Mombaça;Setor_1A;2024-03-02;118
4967;3;Verão;Pasto C;Pasto;Panicum;Setor_3C;2024-01-16;151
4968;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-08-04;4
4969;1;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_1B;2024-07-16;48
4970;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1B;2024-12-20;121
4971;2;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2024-10-17;98
4972;1;Verão;Pasto B;Pasto;Panicum;Setor_1A;2024-01-12;83
4973;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2B;2024-11-05;132
4974;3;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_3B;2024-08-28;146
4975;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-12-14;24
4976;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-02-18;23
4977;1;Verão;Pasto C;Pasto;Mombaça;Setor_1B;2024-03-06;122
4978;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-11-25;89
4979;1;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_1C;2024-04-01;52
4980;1;Verão;Pasto A;Pasto;Mombaça;Setor_1B;2024-03-03;49
4981;2;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_2A;2024-01-09;130
4982;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-02;2
4983;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2024-04-26;98
4984;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-11-17;4
4985;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2C;2024-08-21;138
4986;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-09-17;6
4987;2;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_2A;2024-11-14;130
4988;3;Inverno;Pasto A;Pasto;Panicum;Setor_3A;2024-09-13;71
4989;3;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2024-01-21;112
4990;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2024-09-18;86
4991;1;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2024-06-05;48
4992;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-05-03;35
4993;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2B;2024-08-03;60
4994;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2B;2024-09-07;99
4995;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-07-18;91
4996;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2024-11-13;55
4997;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3A;2024-12-21;143
4998;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2024-09-22;50
4999;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3C;2024-06-03;78
5000;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1A;2024-08-23;80
5001;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-02-24;6
5002;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2024-04-02;128
5003;2;Outono;Pasto B;Pasto;Braquiária;Setor_2C;2024-04-03;103
5004;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-08-04;7
5005;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-05-20;27
5006;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-12-02;22
5007;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3C;2024-08-22;77
5008;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1C;2024-09-22;54
5009;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-06-06;10
5010;2;Outono;Pasto A;Pasto;Braquiária;Setor_2C;2024-04-01;67
5011;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2C;2024-09-05;65
5012;2;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_2C;2024-12-01;65
5013;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-10-16;107
5014;1;Outono;Pasto C;Pasto;Mombaça;Setor_1B;2024-05-17;122
5015;2;Verão;Pasto B;Pasto;Mombaça;Setor_2B;2024-03-26;96
5016;1;Verão;Pasto A;Pasto;Braquiária;Setor_1A;2024-03-09;44
5017;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1C;2024-07-12;54
5018;2;Verão;Pasto A;Pasto;Mombaça;Setor_2B;2024-01-24;60
5019;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3C;2024-05-24;76
5020;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-01-25;7
5021;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2024-10-11;55
5022;2;Verão;Pasto C;Pasto;Mombaça;Setor_2A;2024-02-09;128
5023;3;Primavera;Pasto B;Pasto;Mombaça;Setor_3C;2024-12-03;114
5024;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-05-23;97
5025;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2024-03-21;90
5026;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2024-10-16;84
5027;3;Outono;Pasto A;Pasto;Panicum;Setor_3C;2024-05-17;79
5028;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-05-02;20
5029;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1B;2024-11-28;122
5030;1;Outono;Pasto A;Pasto;Mombaça;Setor_1B;2024-06-06;49
5031;1;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2024-11-06;88
5032;3;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2024-08-25;74
5033;3;Outono;Pasto B;Pasto;Panicum;Setor_3C;2024-04-19;112
5034;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-06-24;14
5035;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-08;14
5036;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2024-09-17;109
5037;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2024-10-02;90
5038;2;Inverno;Pasto A;Pasto;Panicum;Setor_2B;2024-07-08;60
5039;2;Outono;Pasto B;Pasto;Braquiária;Setor_2C;2024-04-16;101
5040;2;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_2C;2024-05-13;67
5041;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1A;2024-07-06;82
5042;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-04-18;34
5043;1;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2024-03-24;88
5044;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3B;2024-12-14;109
5045;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2B;2024-10-11;99
5046;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2024-01-14;136
5047;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-09-11;13
5048;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-08-27;8
5049;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-07-19;7
5050;2;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_2A;2024-02-04;92
5051;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2024-06-22;111
5052;3;Inverno;Pasto A;Pasto;Panicum;Setor_3C;2024-07-06;79
5053;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2024-07-26;89
5054;2;Outono;Pasto A;Pasto;Mombaça;Setor_2C;2024-06-02;64
5055;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2024-02-03;121
5056;1;Verão;Pasto C;Pasto;Mombaça;Setor_1B;2024-02-28;123
5057;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3B;2024-08-25;74
5058;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-05-11;5
5059;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3C;2024-10-18;79
5060;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2024-08-01;71
5061;1;Outono;Pasto A;Pasto;Braquiária;Setor_1C;2024-05-07;52
5062;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-05-19;31
5063;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-08-24;88
5064;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-12-08;118
5065;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3C;2024-08-12;114
5066;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-03-16;3
5067;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-04-24;29
5068;2;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2024-09-25;67
5069;1;Verão;Pasto B;Pasto;Braquiária;Setor_1C;2024-01-05;89
5070;3;Verão;Pasto C;Pasto;Braquiária;Setor_3C;2024-01-14;151
5071;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2024-07-08;54
5072;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-06-12;7
5073;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-03-27;15
5074;1;Outono;Pasto A;Pasto;Braquiária;Setor_1A;2024-06-01;47
5075;1;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2024-02-01;54
5076;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-12-13;18
5077;2;Inverno;Pasto A;Pasto;Panicum;Setor_2A;2024-09-24;59
5078;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-05-04;13
5079;2;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2024-01-17;56
5080;2;Outono;Pasto C;Pasto;Mombaça;Setor_2A;2024-04-14;131
5081;3;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_3A;2024-02-02;69
5082;1;Verão;Pasto B;Pasto;Panicum;Setor_1A;2024-01-23;82
